iteration,class,top,left,bottom,right,center_x,center_y,object_id
1,1,53.78999710083008,192.99000549316406,41.59000015258789,207.50999450683594,tensor(200.2500),tensor(47.6900),0
2,1,53.78999710083008,192.99000549316406,41.59000015258789,207.50999450683594,tensor(200.2500),tensor(47.6900),0
3,1,55.220001220703125,188.4199981689453,40.220001220703125,203.61000061035156,tensor(196.0150),tensor(47.7200),0
4,1,54.869998931884766,183.10000610351562,40.189998626708984,198.55999755859375,tensor(190.8300),tensor(47.5300),0
5,1,55.09000015258789,179.0800018310547,40.14999771118164,194.22999572753906,tensor(186.6550),tensor(47.6200),0
6,1,54.87000274658203,173.97999572753906,40.13999938964844,189.22999572753906,tensor(181.6050),tensor(47.5050),0
7,1,56.029998779296875,170.16000366210938,41.099998474121094,185.10000610351562,tensor(177.6300),tensor(48.5650),0
8,1,56.150001525878906,167.22999572753906,41.150001525878906,182.2100067138672,tensor(174.7200),tensor(48.6500),0
9,1,56.12999725341797,163.1599884033203,41.31999969482422,178.61000061035156,tensor(170.8850),tensor(48.7250),0
10,1,56.31999969482422,161.22000122070312,41.029998779296875,176.510009765625,tensor(168.8650),tensor(48.6750),0
11,1,57.290000915527344,159.0399932861328,42.12999725341797,174.5800018310547,tensor(166.8100),tensor(49.7100),0
12,1,57.459999084472656,158.11000061035156,42.18000030517578,173.71998596191406,tensor(165.9150),tensor(49.8200),0
13,1,57.36000061035156,157.1800079345703,42.12000274658203,172.86000061035156,tensor(165.0200),tensor(49.7400),0
14,1,58.47999954223633,157.30999755859375,43.189998626708984,172.79998779296875,tensor(165.0550),tensor(50.8350),0
15,1,58.35000228881836,158.20001220703125,43.130001068115234,173.80999755859375,tensor(166.0050),tensor(50.7400),0
16,1,59.220001220703125,159.0699920654297,43.98999786376953,174.6699981689453,tensor(166.8700),tensor(51.6050),0
17,1,59.349998474121094,161.1999969482422,43.98999786376953,176.6699981689453,tensor(168.9350),tensor(51.6700),0
18,1,60.32999801635742,164.22000122070312,45.15999984741211,179.45999145507812,tensor(171.8400),tensor(52.7450),0
19,1,60.220001220703125,167.25,45.0,182.23001098632812,tensor(174.7400),tensor(52.6100),0
20,1,61.2400016784668,171.17999267578125,46.130001068115234,186.07000732421875,tensor(178.6250),tensor(53.6850),0
21,1,61.98999786376953,176.1199951171875,47.13999938964844,191.1199951171875,tensor(183.6200),tensor(54.5650),0
22,1,61.95000076293945,180.97000122070312,47.14999771118164,196.25,tensor(188.6100),tensor(54.5500),0
23,1,62.98999786376953,186.25999450683594,48.040000915527344,201.5699920654297,tensor(193.9150),tensor(55.5150),0
24,1,64.20999908447266,191.75,49.52000045776367,206.739990234375,tensor(199.2450),tensor(56.8650),0
25,1,62.869998931884766,193.95001220703125,51.4900016784668,207.22000122070312,tensor(200.5850),tensor(57.1800),0
26,1,65.0999984741211,188.3100128173828,50.12000274658203,203.61000061035156,tensor(195.9600),tensor(57.6100),0
27,1,65.91999816894531,183.13999938964844,50.959999084472656,198.1899871826172,tensor(190.6650),tensor(58.4400),0
28,1,67.05999755859375,179.14999389648438,52.209999084472656,194.30999755859375,tensor(186.7300),tensor(59.6350),0
29,1,68.16999816894531,176.25,53.31999969482422,191.1199951171875,tensor(183.6850),tensor(60.7450),0
30,1,69.12000274658203,173.22000122070312,54.42000198364258,188.41000366210938,tensor(180.8150),tensor(61.7700),0
31,1,70.3699951171875,171.0900115966797,55.2599983215332,186.63999938964844,tensor(178.8650),tensor(62.8150),0
32,1,71.29000091552734,170.32000732421875,56.16999816894531,185.69000244140625,tensor(178.0050),tensor(63.7300),0
33,1,72.1199951171875,169.1599884033203,57.07999801635742,184.6699981689453,tensor(176.9150),tensor(64.6000),0
34,1,73.08000183105469,169.1599884033203,58.13999938964844,184.6999969482422,tensor(176.9300),tensor(65.6100),0
35,1,75.18000030517578,170.22000122070312,60.23999786376953,185.73001098632812,tensor(177.9750),tensor(67.7100),0
