iteration,class,top,left,bottom,right,center_x,center_y,object_id
1,1,53.78999710083008,192.99000549316406,41.59000015258789,207.50999450683594,tensor(200.2500),tensor(47.6900),0
2,1,53.78999710083008,192.99000549316406,41.59000015258789,207.50999450683594,tensor(200.2500),tensor(47.6900),0
3,1,55.220001220703125,188.4199981689453,40.220001220703125,203.61000061035156,tensor(196.0150),tensor(47.7200),0
4,1,54.869998931884766,183.10000610351562,40.189998626708984,198.55999755859375,tensor(190.8300),tensor(47.5300),0
5,1,55.09000015258789,179.0800018310547,40.14999771118164,194.22999572753906,tensor(186.6550),tensor(47.6200),0
6,1,54.52000045776367,174.8699951171875,40.310001373291016,190.41000366210938,tensor(182.6400),tensor(47.4150),0
7,1,54.779998779296875,172.0800018310547,40.23999786376953,187.3100128173828,tensor(179.6950),tensor(47.5100),0
8,1,54.98999786376953,169.11000061035156,40.209999084472656,184.21998596191406,tensor(176.6650),tensor(47.6000),0
9,1,56.220001220703125,168.12998962402344,41.13999938964844,183.02000427246094,tensor(175.5750),tensor(48.6800),0
10,1,56.119998931884766,166.14999389648438,41.40999984741211,181.19000244140625,tensor(173.6700),tensor(48.7650),0
11,1,56.119998931884766,166.14999389648438,41.40999984741211,181.19000244140625,tensor(173.6700),tensor(48.7650),0
12,1,56.119998931884766,166.14999389648438,41.40999984741211,181.19000244140625,tensor(173.6700),tensor(48.7650),0
13,1,56.150001525878906,167.22999572753906,41.150001525878906,182.2100067138672,tensor(174.7200),tensor(48.6500),0
14,1,56.220001220703125,168.12998962402344,41.13999938964844,183.02000427246094,tensor(175.5750),tensor(48.6800),0
15,1,57.22999954223633,171.1800079345703,41.89999771118164,186.02000427246094,tensor(178.6000),tensor(49.5650),0
16,1,57.060001373291016,173.07998657226562,42.10000228881836,188.22000122070312,tensor(180.6500),tensor(49.5800),0
17,1,57.94000244140625,176.80999755859375,43.13999938964844,192.14999389648438,tensor(184.4800),tensor(50.5400),0
18,1,57.82999801635742,180.9499969482422,43.189998626708984,196.87998962402344,tensor(188.9150),tensor(50.5100),0
19,1,58.16999816894531,186.3000030517578,43.099998474121094,201.6599884033203,tensor(193.9800),tensor(50.6350),0
20,1,59.40999984741211,191.3699951171875,44.29999923706055,206.80999755859375,tensor(199.0900),tensor(51.8550),0
21,1,57.769996643066406,193.49000549316406,46.36000061035156,207.2100067138672,tensor(200.3500),tensor(52.0650),0
22,1,59.16999816894531,192.44000244140625,45.099998474121094,207.16000366210938,tensor(199.8000),tensor(52.1350),0
23,1,59.97999954223633,188.37001037597656,45.119998931884766,203.88999938964844,tensor(196.1300),tensor(52.5500),0
24,1,60.970001220703125,183.0,46.16999816894531,198.67001342773438,tensor(190.8350),tensor(53.5700),0
25,1,61.75,178.97000122070312,47.160003662109375,194.82000732421875,tensor(186.8950),tensor(54.4550),0
26,1,61.9900016784668,175.13999938964844,47.130001068115234,189.99000549316406,tensor(182.5650),tensor(54.5600),0
27,1,63.040000915527344,172.22000122070312,48.12000274658203,187.04000854492188,tensor(179.6300),tensor(55.5800),0
28,1,64.16999816894531,169.14999389648438,49.38999938964844,184.19000244140625,tensor(176.6700),tensor(56.7800),0
29,1,65.2699966430664,168.22000122070312,50.39999771118164,183.3800048828125,tensor(175.8000),tensor(57.8350),0
30,1,66.09000396728516,166.17999267578125,51.06999969482422,181.66000366210938,tensor(173.9200),tensor(58.5800),0
31,1,67.16000366210938,166.12998962402344,52.03000259399414,181.77000427246094,tensor(173.9500),tensor(59.5950),0
32,1,67.16000366210938,166.12998962402344,52.03000259399414,181.77000427246094,tensor(173.9500),tensor(59.5950),0
33,1,68.26000213623047,167.3199920654297,53.06999969482422,182.74000549316406,tensor(175.0300),tensor(60.6650),0
34,1,69.30000305175781,168.15000915527344,54.209999084472656,183.72999572753906,tensor(175.9400),tensor(61.7550),0
35,1,70.3699951171875,171.0900115966797,55.2599983215332,186.63999938964844,tensor(178.8650),tensor(62.8150),0
